ID	count
phrog_1	1
phrog_100	1
phrog_10255	1
phrog_10276	1
phrog_1040	1
phrog_107	1
phrog_1075	1
phrog_10912	1
phrog_1112	1
phrog_11145	1
phrog_11189	1
phrog_11787	1
phrog_1185	1
phrog_1198	1
phrog_1207	1
phrog_1211	1
phrog_1218	1
phrog_12316	1
phrog_12432	1
phrog_1249	1
phrog_125	1
phrog_1268	1
phrog_1282	1
phrog_1319	1
phrog_13512	1
phrog_1358	1
phrog_1383	1
phrog_13933	1
phrog_1395	1
phrog_14147	1
phrog_1460	1
phrog_14642	1
phrog_14690	1
phrog_1493	1
phrog_14988	1
phrog_151	1
phrog_1550	1
phrog_15516	1
phrog_157	1
phrog_16	1
phrog_160	1
phrog_16249	1
phrog_164	1
phrog_16448	1
phrog_1649	1
phrog_16641	1
phrog_168	1
phrog_16823	1
phrog_16914	1
phrog_17	1
phrog_170	1
phrog_173	1
phrog_174	1
phrog_1740	1
phrog_1741	1
phrog_1794	1
phrog_1802	1
phrog_18103	1
phrog_18111	1
phrog_1815	1
phrog_18535	1
phrog_186	1
phrog_18609	1
phrog_18935	1
phrog_19	1
phrog_192	1
phrog_1936	1
phrog_1967	1
phrog_20214	1
phrog_2071	1
phrog_2076	1
phrog_20876	1
phrog_21469	1
phrog_21583	1
phrog_2170	1
phrog_22	1
phrog_2244	1
phrog_22502	1
phrog_2307	1
phrog_2361	1
phrog_2389	1
phrog_2392	1
phrog_246	1
phrog_2484	1
phrog_2488	1
phrog_25246	1
phrog_25820	1
phrog_2599	1
phrog_2640	1
phrog_2649	1
phrog_26699	1
phrog_27142	1
phrog_2736	1
phrog_27398	1
phrog_2742	1
phrog_2765	1
phrog_2825	1
phrog_2890	1
phrog_293	1
phrog_3	1
phrog_3125	1
phrog_3139	1
phrog_3142	1
phrog_316	1
phrog_3188	1
phrog_32468	1
phrog_325	1
phrog_3264	1
phrog_329	1
phrog_3301	1
phrog_3333	1
phrog_3341	1
phrog_3382	1
phrog_34906	1
phrog_351	1
phrog_3551	1
phrog_35646	1
phrog_36270	1
phrog_3636	1
phrog_3677	1
phrog_379	1
phrog_3810	1
phrog_382	1
phrog_3869	1
phrog_392	1
phrog_4	1
phrog_400	1
phrog_403	1
phrog_405	1
phrog_4191	1
phrog_420	1
phrog_424	1
phrog_432	1
phrog_435	1
phrog_44	1
phrog_440	1
phrog_4412	1
phrog_4478	1
phrog_448	1
phrog_4617	1
phrog_4681	1
phrog_4715	1
phrog_4752	1
phrog_4771	1
phrog_4775	1
phrog_487	1
phrog_4871	1
phrog_489	1
phrog_4901	1
phrog_50	1
phrog_5045	1
phrog_506	1
phrog_5304	1
phrog_531	1
phrog_5385	1
phrog_54	1
phrog_540	1
phrog_543	1
phrog_551	1
phrog_5725	1
phrog_582	1
phrog_5846	1
phrog_5890	1
phrog_592	1
phrog_5934	1
phrog_5949	1
phrog_619	1
phrog_6215	1
phrog_626	1
phrog_6386	1
phrog_6397	1
phrog_6444	1
phrog_6700	1
phrog_671	1
phrog_6745	1
phrog_6819	1
phrog_6880	1
phrog_6929	1
phrog_7043	1
phrog_7076	1
phrog_7162	1
phrog_7180	1
phrog_7218	1
phrog_7245	1
phrog_729	1
phrog_7308	1
phrog_7320	1
phrog_759	1
phrog_761	1
phrog_7620	1
phrog_77	1
phrog_7767	1
phrog_7800	1
phrog_7854	1
phrog_789	1
phrog_8	1
phrog_8124	1
phrog_84	1
phrog_841	1
phrog_8429	1
phrog_843	1
phrog_8468	1
phrog_86	1
phrog_883	1
phrog_8990	1
phrog_8995	1
phrog_9066	1
phrog_9148	1
phrog_9240	1
phrog_9270	1
phrog_94	1
phrog_9454	1
phrog_947	1
phrog_9500	1
phrog_9582	1
phrog_97	1
phrog_9787	1
phrog_9896	1
phrog_990	1
phrog_9968	1
